precio calidad
74686.5613572299 11.3004311992867
89832.3024623096 12.1322665110365
75209.3830518425 8.55013025423744
29274.8862691224 4.95897397178145
35600.7293984294 7.5885023042731
56896.0685841739 7.80590536901736
36282.8192301095 10.1648728992009
67267.9391875863 10.1441002939895
49911.0455624759 10.1360621260508
31303.8498908281 6.90478958358832
27692.4752444029 1.94590924556243
76229.912918061 11.2305415476531
26207.013875246 3.51594059729099
38791.7073816061 6.73064733511303
96760.0127868354 10.1350519931889
83608.0103926361 9.10362740232398
50925.3161214292 7.0557523162749
98101.3317964971 10.4901849284659
27623.1937669218 3.74146205185923
66552.1065331995 9.94795150452882
57785.1878851652 6.84657554972122
44187.7006925642 9.16969068145705
28824.1137750447 7.27761050859721
65740.7146319747 7.34141190240429
83259.3077979982 8.24803825288193
71060.1735301316 9.90511632617056
44904.5225605369 6.93161399664321
75417.4212366343 10.3363243020862
73969.2340232432 9.45098280404562
80656.2193855643 12.5337677004694
87300.4760593176 10.7912653163859
39236.3391816616 3.19580573342383
74380.8524310589 11.247992770713
25635.4882754385 0.42469221645733
71724.8702049255 9.59806377988994
28169.7373837233 5.06501921339332
96460.9507098794 11.7531567277918
79858.5218563676 10.645955689987
32018.1369967759 8.53167962256327
44610.0671589375 5.85246797280633
92634.4892755151 8.43980083718689
34241.8923228979 8.26706419553504
42092.8041636944 4.90379104921224
52391.1937884986 3.89577755900987
95715.2919098735 9.82660653357791
35817.6846429706 7.26021346725632
30633.9416652918 2.72738638657931
60647.5435942411 10.2395536501634
25769.59149912 6.29530709159888
66021.4414633811 8.39144307400899
81437.0650425553 9.81634756203881
44981.8812124431 5.65485143276148
24292.9507046938 4.80193957782305
71092.0893773437 15.9367291057084
70406.4638540149 8.80069831254646
85855.4317802191 9.38139429730706
82130.2802488208 10.1627397138845
64066.9399313629 6.60982139081841
22551.4581054449 3.55814586699865
40100.927259773 5.33147401483485
82845.777887851 10.9663154776058
42148.2225321233 10.2365995229268
27997.3490163684 1.80197501886611
61425.1431450248 11.0154014756666
37418.522965163 5.21060135163721
60851.3406477869 6.79255800197158
93986.5217171609 10.5473588328328
43233.9272275567 5.69157977432145
52573.6411102116 7.19386534328401
91390.4698193073 9.23836289204037
78383.7062865496 9.53549035258053
83544.9094697833 9.34981327079472
25788.4345762432 2.02244290535146
75273.5940739512 8.36398504022057
67672.6277172565 7.96735878954777
83015.8629268408 11.6591214379182
50037.8438085318 6.73322386565636
33739.4623085856 6.0311232230356
84394.6168757975 13.0537348965583
74800.7891513407 12.6922850115715
92844.0696932375 11.1891670470007
90451.6818374395 14.8067463434034
69906.4550362527 9.33035777853419
26615.7534718513 5.59964158312265
98367.5588294864 10.4459926437314
83145.5149315298 11.3969768106804
54208.5390351713 4.44597922503927
90726.1415012181 16.3486025474977
25513.0120925605 4.6912823994192
84282.0894531906 7.66483914700119
72350.1869104803 9.9074438475909
71469.8984101415 8.62869625503613
95340.2080200613 12.5728251153755
39118.1467100978 6.85924172072254
91839.9338982999 12.7286279771338
49021.9191275537 8.94212405046956
35340.4853120446 6.85585823268949
35624.7660145164 4.90539210882039
71272.5314497948 8.1268836433296
39595.5238305032 4.15044803732039
